_id,name,star,comment
658b9c6500c11fd04741660a,umbr*****,평점 별 5점 중,저렴하게 잘 구입했습니다 \n라이트가 좀 약합니다
658b9c6500c11fd04741660c,namu****,평점 별 5점 중,배송빠르게도착했구요\n사용하기편하고 스탠딩되서\n너무좋구요\n소음은조금있어요\n만족합니다 
658b9c6500c11fd04741660e,ejej***,평점 별 5점 중,무게중심이 아래에 있어서 사용시 팔이 아프지 않고 쉽게 청소가 되어요~~\n가격대비 완전 좋습니다~~
658b9c6500c11fd047416610,jy75****,평점 별 5점 중,두번째사용해요\n관리도 편하고 이동도 용의해요
658b9c6600c11fd047416612,ky29*,평점 별 5점 중,좋아요 헤드가 좀 작지만 괜찮아요
658b9c6600c11fd047416614,hsb9***,평점 별 5점 중,5만원 더 쓰고 일렉트로룩을 사느냐 테팔을 사느냐 하다 이걸 샀는데 뭐 나쁘진 않은데 가격 차이 만큼은 있는 느낌. 걍 가성비로 산다 치면 괜 찮은 선택 일듯
658b9c6600c11fd047416616,jgso*****,평점 별 5점 중,처가집에 선물 해줬습니다\n지금 울 집에서 쓰고 있는건데 처가집 에서조 상당히 괜찮다 합니다^^
658b9c6600c11fd047416618,ks-k******,평점 별 5점 중,맘에 듭니다\n흡입력도 좋고 잘쓰고있습니다
658b9c6600c11fd04741661a,cvlm***,평점 별 5점 중,소음이 조금있지만 생삭보다 잘 빨아들이고 손목이 편해서 좋아요 강추!!
658b9c6600c11fd04741661c,baep***,평점 별 5점 중,테팔 제품이라 믿고 구입했어요........
658b9c6600c11fd04741661e,gree********,평점 별 5점 중,시끄럽다는 후기가 많아서 걱정 했는데 생각보다는 조용하네요.  잘 사용하겠습니다. 
658b9c6600c11fd047416620,벼리마미2,평점 별 5점 중,지난번에도 이제품 사용했어요~부모님댁에 다시 주문해 드렸어요 좋아하시더라구요
658b9c6600c11fd047416622,kosk****,평점 별 5점 중,최저가라 얼른 구입했어요.거치대가 필요없어서 너무 좋고 가격대비 짱입니다. 많이 파세요.
658b9c6600c11fd047416624,yu65**,평점 별 5점 중,디자인은 ~좋아요. 하지만 조금 무거워요.\n흡입력은 좋은데~  조금 시끄러워요.
658b9c6600c11fd047416626,loki**,평점 별 5점 중,몇년간 아주 잘 쓰고 있는 청소기라 이번에 선물했는데 조용하다고 좋아하시네요!
658b9c6600c11fd047416628,cuiy****,평점 별 5점 중,가성비무선청소기너무좋아요
658b9c6600c11fd04741662a,idol****,평점 별 5점 중,조립하기 쉽고 흡입력도 적당하고 가벼워서 만족합니다:)
